method,median_end_to_end_ns,median_end_to_end_ms
C1,403167342.5,403.1673425
B0,51674658.5,51.6746585
B1,412700303.5,412.7003035
B1,395046968.0,395.046968
B1,191661876.0,191.661876
B1,332040545.5,332.0405455
C1,240422792.5,240.4227925
B0,199155588.5,199.1555885
B0,192389812.0,192.389812
C0,374328940.0,374.32894
C1,367824756.5,367.8247565
B0,47964446.0,47.964446
B0,221779458.0,221.779458
B1,219308039.0,219.308039
C1,47784353.5,47.7843535
B1,215944074.0,215.944074
C1,50069339.5,50.0693395
C0,318391732.5,318.3917325
C0,296430707.0,296.430707
C0,349433687.5,349.4336875
C1,198841473.5,198.8414735
B0,58611973.5,58.6119735
C1,388506599.5,388.5065995
B0,177431761.0,177.431761
C1,187741810.0,187.74181
C1,56849500.5,56.8495005
B0,189640113.0,189.640113
C0,288426103.5,288.4261035
B1,49104102.5,49.1041025
C1,56732747.5,56.7327475
B0,185210767.0,185.210767
C1,182499949.0,182.499949
C1,159027607.5,159.0276075
C0,59220119.5,59.2201195
B1,383527144.0,383.527144
B0,53039956.0,53.039956
B0,328222820.0,328.22282
B0,211580386.0,211.580386
C0,52688663.0,52.688663
B1,183492861.5,183.4928615
C0,344262901.0,344.262901
B1,50414853.0,50.414853
C0,51066316.0,51.066316
B0,473943968.5,473.9439685
C0,274664863.0,274.664863
B0,70263493.5,70.2634935
C1,68146372.0,68.146372
B1,380453536.0,380.453536
C0,220312396.5,220.3123965
C1,63133130.0,63.13313
C1,188295355.0,188.295355
B0,52316507.5,52.3165075
B0,345509121.0,345.509121
B0,434450585.5,434.4505855
C0,208009020.5,208.0090205
B0,61894272.0,61.894272
B1,259740610.0,259.74061
C1,267265355.5,267.2653555
B0,254069777.5,254.0697775
B0,326211240.5,326.2112405
C0,397722957.5,397.7229575
B0,58204160.5,58.2041605
C0,198708047.5,198.7080475
B1,336832955.0,336.832955
C0,354845313.5,354.8453135
C0,367198703.5,367.1987035
B0,213816019.5,213.8160195
C1,319088100.5,319.0881005
C1,180702587.5,180.7025875
B0,337307740.5,337.3077405
B1,190145105.0,190.145105
C1,54754669.0,54.754669
C1,354096629.5,354.0966295
C0,193303637.0,193.303637
C1,412783573.0,412.783573
C0,327304718.5,327.3047185
B1,47276817.0,47.276817
C1,179908101.5,179.9081015
B1,58283402.5,58.2834025
C0,61203341.5,61.2033415
B1,74981113.5,74.9811135
C1,61074587.5,61.0745875
C1,307800694.0,307.800694
B1,357617171.0,357.617171
B0,221546287.0,221.546287
B0,420012019.5,420.0120195
C0,498611626.5,498.6116265
B0,420479631.0,420.479631
B1,50633832.0,50.633832
C1,50057570.5,50.0575705
C0,66518227.0,66.518227
B1,194960986.0,194.960986
B0,258738192.5,258.7381925
B0,65145227.0,65.145227
C1,481089989.5,481.0899895
B0,314009705.5,314.0097055
C0,209343245.0,209.343245
B0,404709096.0,404.709096
B1,220526372.5,220.5263725
C0,384240091.5,384.2400915
C1,61480890.0,61.48089
B1,63452218.5,63.4522185
B0,352724327.5,352.7243275
B1,180740606.5,180.7406065
B1,172282445.0,172.282445
B0,265642664.5,265.6426645
B1,239211261.0,239.211261
C0,386490888.0,386.490888
C0,415127628.0,415.127628
C0,392338548.5,392.3385485
C0,59121211.5,59.1212115
B1,337401883.0,337.401883
C0,223566236.5,223.5662365
B0,170961303.0,170.961303
B1,247235995.0,247.235995
B0,67193540.5,67.1935405
B1,59067541.0,59.067541
C1,185180561.0,185.180561
B1,53666272.5,53.6662725
B0,534452727.0,534.452727
B0,416752063.5,416.7520635
C0,245279873.5,245.2798735
C1,160388767.5,160.3887675
C1,107423567.5,107.4235675
B1,196144246.5,196.1442465
C0,339516250.0,339.51625
C1,50065049.0,50.065049
B0,264122278.0,264.122278
C1,348985697.5,348.9856975
B0,143135978.0,143.135978
B1,351036782.5,351.0367825
C0,196643146.5,196.6431465
C1,250365780.0,250.36578
B0,147812496.5,147.8124965
B0,53028050.5,53.0280505
B0,195750262.0,195.750262
B1,46783237.5,46.7832375
B0,301580057.5,301.5800575
B0,339247440.0,339.24744
C0,46997457.0,46.997457
B0,49658114.5,49.6581145
B1,306888931.5,306.8889315
B1,420289973.5,420.2899735
C0,335310199.0,335.310199
C1,46122296.5,46.1222965
C1,47422463.0,47.422463
C0,47719312.5,47.7193125
C0,175870982.0,175.870982
C1,47836694.5,47.8366945
C1,49817363.0,49.817363
C1,179706367.0,179.706367
B0,136842718.0,136.842718
B0,177752257.0,177.752257
B0,56462063.0,56.462063
B1,324432957.5,324.4329575
C1,188748837.5,188.7488375
C1,47635920.5,47.6359205
C0,45062809.0,45.062809
B1,183637567.5,183.6375675
B1,152900324.0,152.900324
B1,195316118.5,195.3161185
B0,299495658.5,299.4956585
B1,47140152.0,47.140152
B1,165928576.5,165.9285765
C1,50547340.5,50.5473405
B0,47591296.0,47.591296
B1,48310671.0,48.310671
B0,50010426.0,50.010426
C0,184377083.0,184.377083
B1,187543485.0,187.543485
C0,282621241.5,282.6212415
B0,171474804.5,171.4748045
B0,179754615.5,179.7546155
B0,159111435.0,159.111435
B1,314215453.5,314.2154535
B1,46932384.5,46.9323845
C0,48125129.5,48.1251295
C0,49425750.0,49.42575
C1,198642070.0,198.64207
B0,48863176.0,48.863176
C1,394567312.5,394.5673125
C1,52311230.0,52.31123
B1,219224508.0,219.224508
C1,315429289.0,315.429289
C0,48075206.0,48.075206
B0,324514243.5,324.5142435
C1,447884595.0,447.884595
C0,179946561.5,179.9465615
B0,282694325.5,282.6943255
B0,180527565.0,180.527565
B1,186468939.0,186.468939
C0,337466763.0,337.466763
C0,260139495.0,260.139495
C0,190686787.5,190.6867875
C1,188660545.0,188.660545
C1,176084544.5,176.0845445
C0,46301902.0,46.301902
B1,233402645.0,233.402645
C1,323087673.0,323.087673
C1,188788588.0,188.788588
B1,47714714.0,47.714714
B0,46668145.5,46.6681455
C0,168955754.0,168.955754
C0,333652376.0,333.652376
B1,53349809.0,53.349809
B0,48836232.5,48.8362325
C0,51853467.0,51.853467
C1,348885048.5,348.8850485
B1,49941872.0,49.941872
C1,151053372.5,151.0533725
C1,52226574.5,52.2265745
C0,298184697.5,298.1846975
B1,263602358.0,263.602358
C1,325575811.5,325.5758115
C0,49431413.0,49.431413
C0,172149315.0,172.149315
C1,45787730.0,45.78773
C1,147986407.5,147.9864075
B0,45770872.5,45.7708725
C0,149353340.0,149.35334
C1,174282153.0,174.282153
C0,267190955.5,267.1909555
C1,208043135.5,208.0431355
B0,273005298.0,273.005298
C0,156046431.0,156.046431
C0,261923437.0,261.923437
C1,277199217.5,277.1992175
C0,163696152.0,163.696152
C0,182446339.0,182.446339
B1,241914362.5,241.9143625
B0,143996609.5,143.9966095
C1,55316096.0,55.316096
C1,52228125.5,52.2281255
C1,334625207.0,334.625207
C0,55358145.0,55.358145
B1,54309827.0,54.309827
B1,161634793.0,161.634793
B1,186845224.5,186.8452245
C1,312925884.0,312.925884
B1,49398190.5,49.3981905
B1,194014821.5,194.0148215
C1,177437176.0,177.437176
C0,138392089.0,138.392089
B1,267163880.0,267.16388
B1,316537864.0,316.537864
C0,344645450.0,344.64545
C0,46233943.0,46.233943
B1,140720327.5,140.7203275
C0,53305819.5,53.3058195
C1,178680054.5,178.6800545
B0,314783912.0,314.783912
B0,46280105.5,46.2801055
B0,273865342.0,273.865342
C0,46872165.5,46.8721655
C0,260156360.5,260.1563605
B0,45723789.0,45.723789
B1,48865400.0,48.8654
B1,52140998.0,52.140998
C1,271719493.5,271.7194935
B0,50676951.5,50.6769515
B0,172612535.0,172.612535
B1,48654696.0,48.654696
C0,49557760.0,49.55776
B1,172941336.0,172.941336
B1,278937685.0,278.937685
B1,51231005.0,51.231005
B0,303789623.5,303.7896235
B1,402444656.0,402.444656
B1,45688470.5,45.6884705
B1,174345523.5,174.3455235
B0,311997128.0,311.997128
C0,178126809.0,178.126809
C1,306323305.5,306.3233055
C1,180627856.5,180.6278565
C0,45505856.5,45.5058565
B1,51881344.5,51.8813445
C0,306269106.5,306.2691065
B0,46340590.0,46.34059
C0,319054144.5,319.0541445
B1,284326484.0,284.326484
B0,175699532.5,175.6995325
B0,47456775.5,47.4567755
C0,165460983.0,165.460983
B0,47539249.0,47.539249
B1,280992949.5,280.9929495
B1,329301392.0,329.301392
C0,324668733.5,324.6687335
B0,46093490.0,46.09349
C1,319262432.0,319.262432
B0,271570625.0,271.570625
B1,299224192.0,299.224192
C0,316007199.0,316.007199
B1,191398081.0,191.398081
C1,186537285.0,186.537285
C0,169601460.0,169.60146
B0,266806386.5,266.8063865
B0,300712508.0,300.712508
B1,47287010.5,47.2870105
C1,55518643.5,55.5186435
C0,327157509.0,327.157509
C1,56163032.5,56.1630325
C1,48061079.0,48.061079
C0,289464296.0,289.464296
B0,297431402.0,297.431402
B1,192101271.0,192.101271
C0,339036716.0,339.036716
C1,46650229.5,46.6502295
B1,228678816.5,228.6788165
B1,333847497.5,333.8474975
C0,45728602.5,45.7286025
C0,173409564.5,173.4095645
C0,274977129.5,274.9771295
C1,46034306.5,46.0343065
C0,47225117.0,47.225117
C0,157663096.0,157.663096
B1,48793955.0,48.793955
B0,51743408.5,51.7434085
B0,311194692.0,311.194692
B0,175585322.5,175.5853225
B0,193835525.0,193.835525
B1,187180656.0,187.180656
C0,51139231.0,51.139231
C0,48216673.0,48.216673
B0,46698269.0,46.698269
B0,193352891.5,193.3528915
B1,308524008.5,308.5240085
B0,190225762.5,190.2257625
C1,308749452.5,308.7494525
C1,45608815.5,45.6088155
C1,314573831.0,314.573831
C1,341353247.0,341.353247
B1,49536629.5,49.5366295
B0,337407243.5,337.4072435
C1,232783855.5,232.7838555
B1,58408648.5,58.4086485
C1,344182752.0,344.182752
B0,45436345.0,45.436345
B1,183168902.0,183.168902
B1,58870300.5,58.8703005
C1,45609429.0,45.609429
B0,54446713.0,54.446713
B1,46495510.0,46.49551
B1,345683728.0,345.683728
B1,46607960.0,46.60796
C0,327942072.5,327.9420725
C1,293229596.0,293.229596
B0,171445058.5,171.4450585
B0,47960774.5,47.9607745
C1,301642567.5,301.6425675
C0,273745505.5,273.7455055
B0,46479375.0,46.479375
C1,44716553.5,44.7165535
B1,370756189.5,370.7561895
B0,153046230.5,153.0462305
B0,181512433.0,181.512433
C1,46544925.5,46.5449255
B0,153768069.0,153.768069
B1,314311093.0,314.311093
C0,302395133.0,302.395133
B1,46889088.0,46.889088
C0,53242129.5,53.2421295
B1,181446113.5,181.4461135
C1,322428887.0,322.428887
B1,268044337.0,268.044337
B0,47625443.5,47.6254435
B0,339074002.0,339.074002
B1,301652488.0,301.652488
B1,47784568.5,47.7845685
B1,152109892.0,152.109892
C0,48056632.5,48.0566325
C1,156558912.5,156.5589125
C0,158209649.0,158.209649
B0,323068867.5,323.0688675
C1,180057282.5,180.0572825
C0,46325025.0,46.325025
B1,47301722.5,47.3017225
B0,258927592.0,258.927592
B1,362459611.0,362.459611
C0,191440050.5,191.4400505
C1,279690865.0,279.690865
C1,176115038.0,176.115038
B0,135622485.5,135.6224855
C1,329641336.5,329.6413365
B1,305195256.5,305.1952565
C0,282667792.0,282.667792
B1,183286008.5,183.2860085
C1,50125629.0,50.125629
C0,47505474.0,47.505474
B1,49244001.5,49.2440015
C0,172374028.5,172.3740285
C1,184801768.0,184.801768
C1,46003246.5,46.0032465
C0,178980471.5,178.9804715
C1,51785425.0,51.785425
C1,48668752.0,48.668752
C1,181327383.0,181.327383
C1,302676887.5,302.6768875
B1,175242197.0,175.242197
C0,311029213.0,311.029213
C1,162344928.5,162.3449285
B0,327942106.0,327.942106
C1,146472522.0,146.472522
B0,177456991.5,177.4569915
B1,311191017.5,311.1910175
B1,154824460.5,154.8244605
C0,47462666.5,47.4626665
B0,320721840.0,320.72184
C1,178309600.5,178.3096005
B0,195417135.5,195.4171355
B0,48331556.5,48.3315565
B1,44813938.5,44.8139385
B0,347661829.0,347.661829
C0,47469324.5,47.4693245
C0,47290702.0,47.290702
C0,141038662.0,141.038662
B0,47052611.5,47.0526115
C0,183391137.5,183.3911375
C0,261870418.5,261.8704185
C1,298263589.0,298.263589
B0,276448074.0,276.448074
C1,184419968.0,184.419968
B0,189280558.0,189.280558
B0,189082211.0,189.082211
B1,298030148.5,298.0301485
B0,277256606.5,277.2566065
C0,284026008.0,284.026008
C1,298337671.5,298.3376715
B0,279708988.5,279.7089885
B1,205279589.5,205.2795895
B0,52270505.0,52.270505
C1,179562346.5,179.5623465
C0,179481329.5,179.4813295
B0,184865464.5,184.8654645
B1,160615376.0,160.615376
C1,53883266.0,53.883266
C0,173408487.0,173.408487
B0,134874475.5,134.8744755
C1,360811701.0,360.811701
B0,48003479.5,48.0034795
B1,162381088.0,162.381088
C1,50394382.5,50.3943825
C0,46300366.5,46.3003665
C0,159872791.0,159.872791
C0,326978566.5,326.9785665
B0,276797039.0,276.797039
C0,323393346.5,323.3933465
C1,52481644.5,52.4816445
B0,198118662.0,198.118662
C1,153147843.5,153.1478435
C1,171141048.5,171.1410485
C1,308120511.5,308.1205115
C1,388131840.5,388.1318405
C0,47171401.0,47.171401
B1,180866894.0,180.866894
C0,47413466.5,47.4134665
B0,202622430.5,202.6224305
C0,199661476.5,199.6614765
C0,304027516.5,304.0275165
C1,320823124.0,320.823124
C1,266877160.0,266.87716
B1,138952618.5,138.9526185
C1,59414634.0,59.414634
C1,194212533.5,194.2125335
B0,49195034.0,49.195034
C1,294243658.0,294.243658
C1,47012953.5,47.0129535
B1,188880019.0,188.880019
C0,358659805.5,358.6598055
B0,155861218.0,155.861218
B0,259177858.0,259.177858
C0,47845090.0,47.84509
B1,274872235.0,274.872235
B0,47842718.5,47.8427185
B0,275286890.5,275.2868905
C1,48986118.0,48.986118
B1,140712289.5,140.7122895
B1,322952175.5,322.9521755
C0,164081022.0,164.081022
B1,51903528.0,51.903528
C0,323087742.0,323.087742
C1,145311009.0,145.311009
B1,299334779.0,299.334779
C0,52197223.5,52.1972235
B0,324326687.5,324.3266875
C0,335366369.5,335.3663695
B0,352214252.5,352.2142525
C1,194494836.5,194.4948365
B1,164712820.0,164.71282
B0,154280400.0,154.2804
B0,213141713.0,213.141713
B1,46868057.5,46.8680575
B1,325710204.0,325.710204
B1,303240596.0,303.240596
B1,45960436.0,45.960436
B1,307356668.0,307.356668
C1,333982843.0,333.982843
B0,49829499.0,49.829499
C1,183972541.0,183.972541
C1,49488208.0,49.488208
C1,172748537.0,172.748537
C1,329911828.5,329.9118285
C1,320283152.5,320.2831525
C0,307020678.0,307.020678
B0,51433788.5,51.4337885
B0,282812136.0,282.812136
C0,288545541.0,288.545541
C0,50149493.5,50.1494935
C1,203587517.0,203.587517
B0,57521597.5,57.5215975
C0,188720556.0,188.720556
C1,209583424.5,209.5834245
B1,48628250.0,48.62825
B0,59096224.0,59.096224
B0,196057209.5,196.0572095
B1,347800562.0,347.800562
B1,48897321.0,48.897321
B0,186635643.5,186.6356435
B1,362946335.5,362.9463355
C1,48601433.0,48.601433
C0,52818875.0,52.818875
C0,284322863.0,284.322863
C0,364048081.0,364.048081
B1,299219910.0,299.21991
C1,214647771.0,214.647771
B1,51696457.5,51.6964575
C1,320471482.0,320.471482
C0,45837991.5,45.8379915
C1,284169294.5,284.1692945
B1,186072251.0,186.072251
C0,45925333.5,45.9253335
B0,200429678.0,200.429678
B0,278673124.5,278.6731245
B1,293971480.0,293.97148
C0,48945480.5,48.9454805
B0,61424564.0,61.424564
B1,177405330.0,177.40533
C0,47138273.0,47.138273
B1,200624558.5,200.6245585
B1,45248635.0,45.248635
B0,300288887.0,300.288887
B0,47838918.5,47.8389185
B0,212465049.0,212.465049
C1,55921992.0,55.921992
C0,52631780.5,52.6317805
B0,47322981.5,47.3229815
B0,51055071.0,51.055071
C1,52101645.5,52.1016455
C0,184422766.0,184.422766
B0,146871366.0,146.871366
B0,47828642.0,47.828642
B0,201885785.5,201.8857855
C0,195513319.5,195.5133195
C1,45681834.0,45.681834
C0,171767090.5,171.7670905
B1,313002638.0,313.002638
C0,326180180.5,326.1801805
B0,49561822.5,49.5618225
B1,49321158.0,49.321158
C1,206637144.5,206.6371445
C1,192437703.0,192.437703
C0,185038530.5,185.0385305
B0,194535733.5,194.5357335
B1,409819788.0,409.819788
C1,224620904.5,224.6209045
B0,272979651.0,272.979651
B1,56596357.5,56.5963575
B0,172505179.5,172.5051795
C1,339578981.5,339.5789815
B1,152918048.5,152.9180485
C1,334600792.0,334.600792
C0,48993527.5,48.9935275
B1,51181806.5,51.1818065
C1,304019804.5,304.0198045
B1,49336278.0,49.336278
C0,336976042.0,336.976042
B1,45729481.0,45.729481
B0,292862255.0,292.862255
B1,47309848.5,47.3098485
C1,313828062.5,313.8280625
C1,209154759.0,209.154759
B0,46422775.0,46.422775
B1,176220390.5,176.2203905
B0,47761647.5,47.7616475
B0,48991423.5,48.9914235
C0,290565693.0,290.565693
B0,153484211.5,153.4842115
C0,164166949.5,164.1669495
C1,396753435.0,396.753435
B1,136229168.0,136.229168
B1,362746869.0,362.746869
C0,170653870.5,170.6538705
B1,362767165.5,362.7671655
C1,162792482.5,162.7924825
C1,298428470.0,298.42847
C1,300667128.0,300.667128
C0,59066283.0,59.066283
C1,46870261.0,46.870261
B0,181834705.5,181.8347055
B1,175178140.5,175.1781405
B1,193933481.5,193.9334815
C0,185745409.0,185.745409
C1,190217176.0,190.217176
B0,49076058.0,49.076058
C0,50427178.0,50.427178
B0,179205557.5,179.2055575
C0,46405873.0,46.405873
B1,160741845.0,160.741845
B1,316811195.0,316.811195
B1,148213488.5,148.2134885
C1,48533881.0,48.533881
C1,286962179.5,286.9621795
B1,194862462.5,194.8624625
C1,322488816.0,322.488816
B1,346738466.0,346.738466
C1,295949199.0,295.949199
C0,178012482.5,178.0124825
C0,310928947.5,310.9289475
C0,212641261.5,212.6412615
C1,46914086.5,46.9140865
B0,50014263.0,50.014263
B1,307980622.5,307.9806225
B1,171331427.0,171.331427
B0,52099386.0,52.099386
C0,270337259.5,270.3372595
C1,185715060.0,185.71506
C0,48140509.5,48.1405095
B0,200139588.5,200.1395885
C0,54016795.0,54.016795
C0,152949835.0,152.949835
C1,341207924.0,341.207924
B0,341549468.5,341.5494685
B1,194117886.0,194.117886
C0,295464792.5,295.4647925
B0,50402688.0,50.402688
C1,298943916.0,298.943916
B1,303842700.0,303.8427
C1,48667355.0,48.667355
B0,214363618.0,214.363618
C1,160232692.5,160.2326925
C0,349833396.5,349.8333965
C1,209878168.0,209.878168
B0,265439119.0,265.439119
B0,189268098.5,189.2680985
B0,341422159.5,341.4221595
C0,187028716.0,187.028716
C1,47110200.5,47.1102005
C1,48041632.5,48.0416325
B0,316780590.5,316.7805905
C0,46378626.0,46.378626
B1,49698768.5,49.6987685
B0,161674175.0,161.674175
C0,330290874.5,330.2908745
B0,160799678.0,160.799678
B1,46123306.5,46.1233065
B1,309311595.0,309.311595
B1,367559429.0,367.559429
B0,328472273.0,328.472273
C0,186728592.0,186.728592
B0,46239603.5,46.2396035
C0,44795092.0,44.795092
C1,49140831.0,49.140831
C1,303460811.5,303.4608115
B0,374815673.0,374.815673
C0,346105309.0,346.105309
B1,189863087.5,189.8630875
B0,185980610.5,185.9806105
C0,179943787.5,179.9437875
C1,228462826.5,228.4628265
C1,48766808.5,48.7668085
C1,163632456.0,163.632456
C0,178978010.5,178.9780105
C0,45118325.5,45.1183255
C0,201374605.5,201.3746055
B1,48906152.0,48.906152
C0,335616186.0,335.616186
C1,150290440.5,150.2904405
B1,48728345.5,48.7283455
B0,317308439.5,317.3084395
B0,340480071.0,340.480071
B1,50522227.0,50.522227
C1,49304235.0,49.304235
C1,168085091.5,168.0850915
B1,199318995.5,199.3189955
C1,49513420.5,49.5134205
C0,253012413.5,253.0124135
B1,50144975.5,50.1449755
C0,47727886.0,47.727886
B1,47004009.5,47.0040095
B1,185212512.5,185.2125125
B0,276873364.5,276.8733645
C1,47266933.5,47.2669335
B0,294223993.0,294.223993
B1,54177187.0,54.177187
C0,48847802.0,48.847802
C0,204276319.0,204.276319
C0,431350078.0,431.350078
C0,215276412.0,215.276412
B1,177033048.5,177.0330485
B0,289935855.0,289.935855
C1,217160159.0,217.160159
C0,292173357.0,292.173357
B1,55634608.0,55.634608
B1,289833715.0,289.833715
B1,197638811.5,197.6388115
C0,361794349.5,361.7943495
C0,319862291.5,319.8622915
C1,292446945.5,292.4469455
C0,180885642.0,180.885642
B0,49195740.5,49.1957405
B1,368231017.0,368.231017
B1,48740399.0,48.740399
C0,186724631.0,186.724631
B0,182274765.0,182.274765
C1,46396115.0,46.396115
C1,49288051.0,49.288051
C1,48663690.5,48.6636905
B0,48841290.0,48.84129
B0,47081196.5,47.0811965
C0,352923898.5,352.9238985
C0,51638655.0,51.638655
B0,341519431.5,341.5194315
B1,307407488.0,307.407488
C0,186256115.0,186.256115
B0,168110341.0,168.110341
C1,204531774.0,204.531774
B0,47091908.0,47.091908
C1,57686946.5,57.6869465
B0,145421673.0,145.421673
B0,324194728.5,324.1947285
C0,208181822.5,208.1818225
C0,199410325.5,199.4103255
B0,303211804.0,303.211804
C1,289008850.0,289.00885
C1,47347364.5,47.3473645
C0,302237242.0,302.237242
B0,54605818.0,54.605818
B1,153961843.5,153.9618435
C1,308166783.5,308.1667835
C0,45218730.0,45.21873
C0,47129922.5,47.1299225
B1,327428989.0,327.428989
C1,182318126.0,182.318126
B1,165851822.5,165.8518225
C1,276640456.5,276.6404565
B1,351243139.0,351.243139
B1,46544468.0,46.544468
B1,179580083.5,179.5800835
C0,48094452.0,48.094452
B0,345357304.5,345.3573045
C1,299553104.5,299.5531045
C0,157758847.0,157.758847
B1,47138724.5,47.1387245
B1,187113520.5,187.1135205
C0,352228162.5,352.2281625
B1,265120753.5,265.1207535
C1,48204151.5,48.2041515
B1,47835382.0,47.835382
B1,350457823.0,350.457823
B1,47057792.0,47.057792
B0,356855507.0,356.855507
B0,141531868.5,141.5318685
B0,46052643.0,46.052643
C0,50577844.0,50.577844
B0,44271330.5,44.2713305
C0,186163774.5,186.1637745
B0,187502329.0,187.502329
B0,288506423.0,288.506423
C1,46914097.0,46.914097
C1,220374595.0,220.374595
B1,325664568.5,325.6645685
C1,54394072.0,54.394072
B1,188621412.5,188.6214125
B1,190015894.0,190.015894
C0,54118744.5,54.1187445
C1,197042234.0,197.042234
B1,50658108.0,50.658108
B1,158917919.5,158.9179195
B0,385686130.5,385.6861305
C1,157910607.0,157.910607
C1,188646902.5,188.6469025
B0,181754569.0,181.754569
B0,46988632.5,46.9886325
C1,172671396.0,172.671396
B1,320432204.0,320.432204
C1,337166224.0,337.166224
B0,199743847.0,199.743847
B1,245026663.0,245.026663
B0,151441930.0,151.44193
C1,47397386.0,47.397386
B1,47277903.5,47.2779035
B1,219322435.0,219.322435
C1,49448542.0,49.448542
B1,47972238.5,47.9722385
B1,152862996.5,152.8629965
B1,47571474.5,47.5714745
C1,49860562.0,49.860562
B0,139830593.0,139.830593
C0,190887072.5,190.8870725
B1,294621874.0,294.621874
C0,351025799.5,351.0257995
C1,46194634.0,46.194634
C1,354702971.5,354.7029715
B0,335837581.5,335.8375815
C1,181369737.0,181.369737
C1,334920085.5,334.9200855
C1,49386084.5,49.3860845
B1,206497349.0,206.497349
C0,47236025.5,47.2360255
C0,343053773.5,343.0537735
B1,312113379.0,312.113379
B0,212588256.5,212.5882565
C0,184706490.0,184.70649
B0,49323562.0,49.323562
B0,319801826.0,319.801826
C1,139702220.0,139.70222
C1,279849607.0,279.849607
B1,52199159.5,52.1991595
C0,347770423.0,347.770423
B1,144125247.5,144.1252475
B1,186095981.5,186.0959815
C0,47730333.0,47.730333
B1,50540583.0,50.540583
C0,312357361.0,312.357361
B0,356610378.0,356.610378
B1,318485515.5,318.4855155
C1,268460894.5,268.4608945
B1,412701601.5,412.7016015
B1,51022326.5,51.0223265
B1,318730018.0,318.730018
B0,304909195.5,304.9091955
C1,179290465.5,179.2904655
C0,150212730.0,150.21273
B0,50174691.0,50.174691
B0,48050471.5,48.0504715
C1,47649465.0,47.649465
B0,46094293.0,46.094293
B0,333155616.5,333.1556165
B1,192351324.0,192.351324
C0,250828657.5,250.8286575
C0,322482486.0,322.482486
B1,153757280.0,153.75728
B1,182712946.0,182.712946
B0,48618222.5,48.6182225
C1,312314612.0,312.314612
C1,178288198.5,178.2881985
B0,52092248.5,52.0922485
B0,297834065.0,297.834065
C1,48415086.0,48.415086
C1,231604117.5,231.6041175
B1,194329693.5,194.3296935
B1,197006261.0,197.006261
B0,160109109.0,160.109109
B0,295893040.5,295.8930405
B0,166867216.5,166.8672165
B1,300703395.0,300.703395
B1,338455068.5,338.4550685
B1,346089017.5,346.0890175
B0,317747196.5,317.7471965
B0,47397045.5,47.3970455
B0,279521668.5,279.5216685
B1,195833517.5,195.8335175
B1,47565313.5,47.5653135
C0,279947835.5,279.9478355
B0,47231274.0,47.231274
B0,253183530.5,253.1835305
C0,171297184.5,171.2971845
B1,46510260.0,46.51026
C1,164127852.5,164.1278525
C1,189188491.5,189.1884915
B1,193695086.0,193.695086
B1,175284292.0,175.284292
B0,348792046.5,348.7920465
B1,47586596.0,47.586596
C1,197656270.0,197.65627
C0,48780695.5,48.7806955
C1,314687957.5,314.6879575
B0,48976525.0,48.976525
B0,384895314.0,384.895314
B0,44524599.5,44.5245995
C0,45834211.5,45.8342115
C1,46238867.5,46.2388675
B0,48726627.0,48.726627
C1,56088741.5,56.0887415
C0,185719100.0,185.7191
C0,143574431.5,143.5744315
C0,353839303.0,353.839303
B0,48277338.5,48.2773385
C0,50147850.5,50.1478505
B1,47880998.0,47.880998
B1,153117088.5,153.1170885
C0,265179570.0,265.17957
C0,335407931.5,335.4079315
C1,340199886.0,340.199886
C0,383557198.0,383.557198
B0,48683814.0,48.683814
C0,45880364.0,45.880364
C1,360908429.5,360.9084295
B1,46558552.0,46.558552
C1,349620890.0,349.62089
C0,168591145.0,168.591145
B1,214615600.5,214.6156005
C0,268339751.0,268.339751
C1,47917933.0,47.917933
C1,188393278.5,188.3932785
B1,399913123.5,399.9131235
C1,309659580.5,309.6595805
C1,212193534.5,212.1935345
B1,238832582.5,238.8325825
C0,54033531.5,54.0335315
B1,317541680.5,317.5416805
C1,290251128.0,290.251128
B1,225499999.0,225.499999
B1,47446870.0,47.44687
C1,368983863.0,368.983863
C1,53563077.5,53.5630775
B0,384934030.0,384.93403
C0,198920354.0,198.920354
C1,48526714.0,48.526714
B0,48396295.0,48.396295
C0,198706102.0,198.706102
C1,47192408.5,47.1924085
C0,47446023.5,47.4460235
C1,323031135.5,323.0311355
C0,132867983.0,132.867983
C1,49460002.0,49.460002
B1,172386667.5,172.3866675
B0,215819837.5,215.8198375
C0,169107709.5,169.1077095
C1,304188067.5,304.1880675
C0,233126843.0,233.126843
C0,317109337.5,317.1093375
B0,346859274.0,346.859274
C0,47065070.0,47.06507
C1,64338739.0,64.338739
C0,395320460.5,395.3204605
B0,59944116.0,59.944116
C0,167472007.5,167.4720075
C0,50207734.5,50.2077345
C0,52223892.5,52.2238925
C1,201973283.0,201.973283
C0,163160857.0,163.160857
C0,354392571.5,354.3925715
B0,272355940.5,272.3559405
B1,386324102.5,386.3241025
B0,292691083.0,292.691083
C0,270375160.5,270.3751605
C0,157841607.0,157.841607
B1,45523051.0,45.523051
B1,47765660.0,47.76566
B0,172244128.5,172.2441285
B0,47301307.5,47.3013075
C0,187279722.0,187.279722
B1,48923725.5,48.9237255
B0,47078770.0,47.07877
C1,48370288.5,48.3702885
C0,49183982.0,49.183982
B0,355748003.5,355.7480035
C1,52899939.5,52.8999395
C1,181380799.0,181.380799
C1,56948757.5,56.9487575
C0,48004657.0,48.004657
B1,312714941.5,312.7149415
C1,61358583.5,61.3585835
C1,175869179.5,175.8691795
