method,median_end_to_end_ns,median_end_to_end_ms
B1,204376069.0,204.376069
B0,51802727.5,51.8027275
C0,55374403.5,55.3744035
C1,226722044.0,226.722044
B0,176030661.5,176.0306615
B1,51824582.0,51.824582
B1,56569947.5,56.5699475
C0,184937476.5,184.9374765
C0,338059751.5,338.0597515
B0,52855151.0,52.855151
C0,303610501.0,303.610501
C1,53993747.5,53.9937475
B1,379335956.0,379.335956
B0,197562582.0,197.562582
B1,272007455.0,272.007455
C1,49668015.0,49.668015
C0,193872311.5,193.8723115
B1,51512065.5,51.5120655
C1,202340438.5,202.3404385
B1,335149668.5,335.1496685
B0,185981146.0,185.981146
C1,50324833.5,50.3248335
C1,50048068.0,50.048068
B1,313279152.0,313.279152
C0,311115557.0,311.115557
B1,334761974.5,334.7619745
B0,54761546.0,54.761546
C1,180929593.0,180.929593
C0,185389224.0,185.389224
C0,227577827.0,227.577827
B0,210953821.0,210.953821
C1,49407759.0,49.407759
B0,167953480.5,167.9534805
B1,53625897.5,53.6258975
C1,286753786.0,286.753786
C0,191109559.5,191.1095595
B1,168420464.5,168.4204645
B1,57502856.0,57.502856
B0,49214168.5,49.2141685
B0,189915639.5,189.9156395
B1,320945032.5,320.9450325
B0,307059029.0,307.059029
C0,53205064.0,53.205064
B0,317713571.0,317.713571
B1,174089208.0,174.089208
C0,205350988.0,205.350988
C0,340523491.0,340.523491
C1,163363800.0,163.3638
C1,49348084.5,49.3480845
B1,191086847.5,191.0868475
C0,314638321.5,314.6383215
C1,145632924.0,145.632924
C1,52357909.5,52.3579095
C1,53140674.5,53.1406745
C0,53557568.0,53.557568
C1,174648356.5,174.6483565
C0,340181595.0,340.181595
C1,285228404.5,285.2284045
B1,50996874.5,50.9968745
B0,156210424.0,156.210424
B1,186284894.5,186.2848945
B1,269320979.5,269.3209795
B0,288641568.0,288.641568
B1,203549298.0,203.549298
B0,53573815.0,53.573815
B1,308217639.0,308.217639
B1,191601676.5,191.6016765
C1,53843745.0,53.843745
C0,54502501.5,54.5025015
B0,327791535.5,327.7915355
C1,313322452.5,313.3224525
C1,325638274.5,325.6382745
B1,178307690.5,178.3076905
C0,51739194.5,51.7391945
B0,195439582.5,195.4395825
B0,334540962.0,334.540962
B0,52033093.0,52.033093
C0,192050588.0,192.050588
C1,53621124.0,53.621124
C0,346342534.5,346.3425345
C0,205421994.5,205.4219945
B1,322542759.5,322.5427595
B0,170883142.5,170.8831425
B0,340915692.5,340.9156925
B1,378108108.5,378.1081085
C0,50988972.5,50.9889725
B0,201951052.5,201.9510525
C1,363918691.5,363.9186915
C0,52371594.5,52.3715945
C1,320147796.0,320.147796
B0,51218829.5,51.2188295
B1,54051908.0,54.051908
C0,290139389.0,290.139389
C0,282834958.0,282.834958
C1,356511770.0,356.51177
B1,332817891.0,332.817891
B1,54067137.0,54.067137
C1,184154928.0,184.154928
C0,347515226.0,347.515226
C0,336927384.0,336.927384
B0,176763710.0,176.76371
C0,203060848.0,203.060848
B1,201716251.0,201.716251
C1,338513536.0,338.513536
B1,165376185.5,165.3761855
C0,341729997.5,341.7299975
C0,55415317.0,55.415317
C0,53151831.0,53.151831
B1,199026992.0,199.026992
C0,183934649.0,183.934649
C0,58583937.5,58.5839375
B0,185479839.5,185.4798395
C1,200535214.5,200.5352145
C1,352728282.5,352.7282825
B0,207431579.5,207.4315795
C1,339318981.0,339.318981
B1,204860000.5,204.8600005
C0,342612158.0,342.612158
C0,290248268.0,290.248268
B0,348071344.5,348.0713445
C1,216327118.5,216.3271185
C1,56735696.5,56.7356965
C1,193270895.0,193.270895
B0,64341755.0,64.341755
B1,203188829.0,203.188829
B0,49919881.0,49.919881
C0,368429670.5,368.4296705
B1,207468731.0,207.468731
C1,180031513.5,180.0315135
B0,387578019.0,387.578019
B1,224564986.0,224.564986
B0,209727617.5,209.7276175
C1,356966802.5,356.9668025
C1,55439244.0,55.439244
C1,55068347.5,55.0683475
C0,50194680.0,50.19468
B0,53443200.5,53.4432005
C0,299234850.0,299.23485
C1,381650719.5,381.6507195
B0,318334102.5,318.3341025
C0,48270288.5,48.2702885
C1,172621211.5,172.6212115
C1,52976589.0,52.976589
C1,242620992.5,242.6209925
B1,50750264.5,50.7502645
B1,321323729.0,321.323729
B1,204221769.0,204.221769
B1,49055984.5,49.0559845
C0,224394318.0,224.394318
B0,191905144.0,191.905144
B0,343185076.5,343.1850765
B0,310338330.0,310.33833
C1,317471183.5,317.4711835
C1,370663137.0,370.663137
B0,367219021.0,367.219021
C0,350494520.0,350.49452
C0,54052765.5,54.0527655
C0,54005911.0,54.005911
B0,183732174.0,183.732174
B0,57575243.0,57.575243
B1,52430667.0,52.430667
C1,52344960.5,52.3449605
C0,189801644.0,189.801644
B1,233270270.5,233.2702705
C1,178719865.0,178.719865
C1,185855131.5,185.8551315
C1,56273068.0,56.273068
B0,52550262.0,52.550262
B1,207597249.0,207.597249
B1,315827958.5,315.8279585
B1,309971814.0,309.971814
B1,52852965.0,52.852965
B0,57090059.0,57.090059
C1,350668440.5,350.6684405
C0,184198260.0,184.19826
C0,210664583.0,210.664583
C1,51252578.5,51.2525785
C1,298926748.5,298.9267485
B0,53581511.5,53.5815115
C0,177195245.0,177.195245
C0,52629967.5,52.6299675
C1,50842933.5,50.8429335
B1,286011423.0,286.011423
B0,170135771.0,170.135771
C0,215414323.5,215.4143235
B1,50901675.5,50.9016755
B1,52557134.0,52.557134
B1,184288034.5,184.2880345
C1,237591804.0,237.591804
B0,199947131.5,199.9471315
C0,191594564.0,191.594564
C1,314815400.5,314.8154005
B1,52884399.5,52.8843995
C1,59145657.5,59.1456575
B0,171860064.0,171.860064
B0,339835059.5,339.8350595
B1,319311134.0,319.311134
B0,376100185.0,376.100185
B1,52642707.5,52.6427075
C1,53022308.0,53.022308
B1,177559348.0,177.559348
C1,52954802.5,52.9548025
B1,332107928.0,332.107928
C1,52388712.5,52.3887125
B0,55326369.0,55.326369
B1,157208441.5,157.2084415
C0,190428522.5,190.4285225
B1,324065183.0,324.065183
C0,51404691.5,51.4046915
C1,405648843.5,405.6488435
C1,52024951.5,52.0249515
B0,310060331.5,310.0603315
B0,207707615.5,207.7076155
C0,56092517.5,56.0925175
B1,392521378.0,392.521378
B1,186892520.0,186.89252
C0,188477485.0,188.477485
B0,188069345.0,188.069345
C0,54103757.0,54.103757
B0,193063019.0,193.063019
B1,288638024.0,288.638024
C1,339406210.5,339.4062105
B1,330278432.5,330.2784325
B0,318027318.0,318.027318
B0,54156824.0,54.156824
C0,334550051.5,334.5500515
C1,355826888.0,355.826888
C1,282860551.0,282.860551
C1,50783026.5,50.7830265
B0,203031186.5,203.0311865
C1,54260137.0,54.260137
C1,52658996.5,52.6589965
B1,54834425.5,54.8344255
B0,198152347.5,198.1523475
B1,55587600.5,55.5876005
C1,358124131.0,358.124131
B1,431099501.0,431.099501
C1,58161366.0,58.161366
B0,50512526.0,50.512526
B0,151494916.0,151.494916
C0,338589401.5,338.5894015
B1,201961375.5,201.9613755
B1,195010486.0,195.010486
B1,184703299.5,184.7032995
C0,228872497.0,228.872497
C0,214689182.5,214.6891825
B0,52182502.0,52.182502
B0,343709124.5,343.7091245
B0,155802022.0,155.802022
B0,53260776.0,53.260776
B1,342270979.5,342.2709795
C1,336404383.0,336.404383
C0,50867393.0,50.867393
C1,176100860.5,176.1008605
C1,193104187.0,193.104187
B1,209144508.5,209.1445085
C0,165916335.5,165.9163355
B1,387423811.5,387.4238115
B1,354785530.5,354.7855305
C0,55432972.5,55.4329725
C0,304528660.5,304.5286605
B0,55761429.5,55.7614295
C1,186994709.5,186.9947095
B0,184988388.5,184.9883885
B1,287492503.5,287.4925035
C0,174032360.0,174.03236
C0,334095700.5,334.0957005
B1,52682859.0,52.682859
B0,327554563.5,327.5545635
B0,325297241.0,325.297241
C1,214369252.5,214.3692525
B1,54126097.5,54.1260975
C0,54641573.5,54.6415735
B0,332958552.5,332.9585525
B0,341097331.0,341.097331
C0,301063685.5,301.0636855
C0,54002534.5,54.0025345
C1,340081244.5,340.0812445
B1,329678574.5,329.6785745
B0,359254137.0,359.254137
B1,213996269.0,213.996269
B1,187292078.5,187.2920785
B0,52144600.5,52.1446005
B0,53526586.5,53.5265865
C0,51285912.5,51.2859125
C0,193505504.0,193.505504
C0,52783229.0,52.783229
C1,217337650.5,217.3376505
B0,194827344.0,194.827344
B0,378855604.5,378.8556045
B1,57280120.0,57.28012
C1,56451324.0,56.451324
B1,354322429.5,354.3224295
B0,52467066.0,52.467066
B0,57969566.0,57.969566
C0,200665944.5,200.6659445
B0,52140108.0,52.140108
B0,202424913.0,202.424913
B1,53271742.5,53.2717425
C1,53450811.0,53.450811
C0,291180166.5,291.1801665
C1,330927685.5,330.9276855
C0,53424962.5,53.4249625
B1,210042995.0,210.042995
C0,353486194.5,353.4861945
B1,52446341.0,52.446341
B0,196056509.5,196.0565095
C0,53815223.5,53.8152235
C1,423114751.0,423.114751
B0,280451675.5,280.4516755
B0,53062822.5,53.0628225
B0,361325959.0,361.325959
C0,227003156.0,227.003156
C1,386776165.0,386.776165
C1,52327842.0,52.327842
C0,321485340.5,321.4853405
B0,219561270.5,219.5612705
C1,402046437.5,402.0464375
C0,53055007.5,53.0550075
C0,195271153.0,195.271153
C1,347781783.0,347.781783
B1,52860465.5,52.8604655
B0,55817424.0,55.817424
C1,391517758.5,391.5177585
B1,224985085.5,224.9850855
B1,50203982.0,50.203982
C0,158982453.0,158.982453
B1,50922499.0,50.922499
C1,214295013.5,214.2950135
B0,367338379.0,367.338379
B0,52424768.0,52.424768
C0,325839050.5,325.8390505
C0,237404556.0,237.404556
C1,55317196.5,55.3171965
C1,49430059.0,49.430059
B0,337147190.5,337.1471905
B1,455941207.5,455.9412075
C0,212494508.0,212.494508
B1,189820729.5,189.8207295
B1,159779666.0,159.779666
C1,214642152.0,214.642152
B1,375757206.0,375.757206
C1,162342327.5,162.3423275
C0,53213166.5,53.2131665
C1,160658919.0,160.658919
B0,52749334.0,52.749334
B1,306446769.0,306.446769
B1,53625346.5,53.6253465
C1,352267110.5,352.2671105
C0,59343697.0,59.343697
C1,52789140.5,52.7891405
B0,190860056.0,190.860056
C0,323264889.5,323.2648895
C0,210229579.0,210.229579
C0,365665819.5,365.6658195
C1,51635503.0,51.635503
B1,55211028.0,55.211028
B0,399904583.0,399.904583
B1,50158774.5,50.1587745
C0,324737942.5,324.7379425
C0,337884694.0,337.884694
B0,391484081.0,391.484081
C1,374676893.0,374.676893
B1,52785960.0,52.78596
C0,188007686.5,188.0076865
B0,52171096.0,52.171096
B0,203115684.0,203.115684
B0,371843076.5,371.8430765
B0,306208047.5,306.2080475
B1,355000417.5,355.0004175
B0,243755455.0,243.755455
B0,160402143.0,160.402143
B1,211360085.5,211.3600855
B0,315175873.5,315.1758735
B0,53397634.0,53.397634
B1,241825618.0,241.825618
C1,195040222.0,195.040222
B1,194801403.5,194.8014035
C0,51366158.5,51.3661585
C0,49955049.0,49.955049
B1,379303693.0,379.303693
B1,53776035.5,53.7760355
C0,206374339.0,206.374339
B0,194859926.0,194.859926
B1,52977858.0,52.977858
B0,314507042.0,314.507042
C1,200586248.5,200.5862485
B1,202649946.5,202.6499465
B1,57899557.5,57.8995575
B0,205721675.5,205.7216755
B1,178109099.0,178.109099
B0,293954342.5,293.9543425
C1,52387405.0,52.387405
B0,374762266.0,374.762266
C0,56531663.5,56.5316635
B0,202521937.0,202.521937
C0,201342490.0,201.34249
B1,212825280.5,212.8252805
C0,54528547.5,54.5285475
C1,354104606.5,354.1046065
C1,56666591.0,56.666591
C0,266514042.5,266.5140425
C0,404855157.5,404.8551575
B1,56509687.0,56.509687
C1,215063857.0,215.063857
C1,357584535.0,357.584535
B1,394150384.0,394.150384
B1,58518397.0,58.518397
C0,211194758.5,211.1947585
C0,164023809.0,164.023809
C0,52638935.5,52.6389355
C1,160820085.0,160.820085
C1,50171353.5,50.1713535
C1,59391693.0,59.391693
B0,347878896.0,347.878896
B1,334742748.5,334.7427485
C1,404654404.5,404.6544045
C1,51881124.0,51.881124
C1,52887996.5,52.8879965
C1,52382200.0,52.3822
B1,55051710.0,55.05171
B0,371241552.0,371.241552
B0,53858502.0,53.858502
C0,330843979.0,330.843979
C1,53385553.0,53.385553
B0,55028902.0,55.028902
C1,207803799.5,207.8037995
C1,367238160.0,367.23816
B1,200270903.0,200.270903
B1,345705675.0,345.705675
C1,50784222.5,50.7842225
C1,195110386.0,195.110386
C1,223995895.0,223.995895
C0,53593391.5,53.5933915
C1,401646924.5,401.6469245
C1,195991512.5,195.9915125
B1,51519596.5,51.5195965
B1,354782237.5,354.7822375
C1,432762124.5,432.7621245
C0,60669650.5,60.6696505
B1,51209703.0,51.209703
B1,184857917.5,184.8579175
B0,55712484.5,55.7124845
B0,204873901.0,204.873901
B1,181300578.5,181.3005785
C1,197484891.5,197.4848915
B1,313498975.0,313.498975
C0,311067736.5,311.0677365
C1,376483353.0,376.483353
C0,178883278.0,178.883278
C0,53506967.0,53.506967
C1,223933812.0,223.933812
C0,55224506.5,55.2245065
C1,206449052.0,206.449052
B0,53756061.0,53.756061
C1,151722727.0,151.722727
B0,162886331.5,162.8863315
B0,198054584.5,198.0545845
C0,332011715.5,332.0117155
C1,54405677.5,54.4056775
C1,204377296.5,204.3772965
C0,327563997.0,327.563997
B0,50927098.0,50.927098
C1,267768134.0,267.768134
C0,323735619.0,323.735619
C1,197747015.0,197.747015
B1,285181521.5,285.1815215
B0,350781792.5,350.7817925
C0,174643924.5,174.6439245
B1,54095959.0,54.095959
C0,330022259.5,330.0222595
C0,54442835.5,54.4428355
C0,244191731.5,244.1917315
B0,55123411.0,55.123411
C0,56580030.5,56.5800305
C0,186555921.5,186.5559215
C0,50600675.5,50.6006755
B1,237641127.0,237.641127
C0,214822320.0,214.82232
C0,347453528.5,347.4535285
B1,189754625.0,189.754625
B0,53095805.5,53.0958055
C0,237303932.5,237.3039325
B1,54216174.5,54.2161745
B1,52056669.5,52.0566695
B0,317632106.5,317.6321065
C0,274744856.0,274.744856
C1,59675309.0,59.675309
C0,59990355.5,59.9903555
B1,202872272.0,202.872272
B0,355934398.0,355.934398
B0,225795010.0,225.79501
B1,53579323.5,53.5793235
B0,56488803.0,56.488803
C1,51489251.5,51.4892515
C0,360203765.5,360.2037655
C0,229382697.5,229.3826975
B1,436980269.5,436.9802695
C1,54372690.5,54.3726905
C1,206533672.5,206.5336725
B1,365324981.5,365.3249815
B0,54059350.0,54.05935
C1,246964521.0,246.964521
B0,54022998.0,54.022998
C1,348711589.0,348.711589
C0,382725687.0,382.725687
B1,49735499.0,49.735499
C0,230984120.0,230.98412
C1,227622618.0,227.622618
C1,184222225.0,184.222225
B0,184931635.0,184.931635
C1,318440045.5,318.4400455
B1,386029530.0,386.02953
B0,310862625.0,310.862625
C0,280173708.0,280.173708
B0,196698839.0,196.698839
C0,274797584.5,274.7975845
B1,251404096.0,251.404096
B1,243199850.5,243.1998505
B1,386654636.5,386.6546365
C1,355440008.0,355.440008
B1,196169803.5,196.1698035
B0,199624565.5,199.6245655
B0,224238314.5,224.2383145
C1,401328845.0,401.328845
B0,52437770.5,52.4377705
B0,221927613.0,221.927613
B1,267184242.0,267.184242
C0,397884588.5,397.8845885
B1,175950366.5,175.9503665
B0,351760841.5,351.7608415
B0,205001369.5,205.0013695
B0,409510166.0,409.510166
B1,351980988.5,351.9809885
B1,355230104.0,355.230104
C0,187087420.5,187.0874205
C1,53431592.0,53.431592
C0,189021255.0,189.021255
B0,54628460.0,54.62846
B0,335829328.5,335.8293285
B1,367442990.0,367.44299
C1,67941822.0,67.941822
B1,350615945.5,350.6159455
B1,57438742.0,57.438742
B0,204340503.5,204.3405035
C0,203506215.0,203.506215
B0,194646217.0,194.646217
B1,53845936.0,53.845936
B1,381490171.5,381.4901715
C0,55722013.5,55.7220135
B0,54554379.5,54.5543795
B0,51170302.5,51.1703025
C0,51686191.5,51.6861915
C0,365520382.5,365.5203825
C1,194838295.5,194.8382955
B0,53787458.5,53.7874585
C0,233800631.5,233.8006315
C0,330654995.0,330.654995
C0,325765096.0,325.765096
C1,205618662.5,205.6186625
C1,420367419.0,420.367419
B1,50073187.5,50.0731875
C0,331424974.0,331.424974
C1,414375758.0,414.375758
C0,348361854.0,348.361854
C0,183024888.0,183.024888
C1,339280705.0,339.280705
C1,285842521.5,285.8425215
C1,208738902.5,208.7389025
B0,55212619.0,55.212619
B0,197957436.0,197.957436
B0,52683289.5,52.6832895
C1,341278585.0,341.278585
B0,167401474.5,167.4014745
C1,48651731.5,48.6517315
C0,56438637.0,56.438637
B1,214166811.5,214.1668115
C1,167984296.0,167.984296
C0,55733346.0,55.733346
B0,378493460.5,378.4934605
C0,245123012.5,245.1230125
B1,212260648.0,212.260648
B0,50818233.0,50.818233
C0,196991839.0,196.991839
B0,313420538.0,313.420538
B0,360815980.5,360.8159805
C0,224445996.5,224.4459965
B0,191178712.0,191.178712
B1,51675060.0,51.67506
C0,192453971.0,192.453971
B0,54614996.0,54.614996
C1,305930172.5,305.9301725
B0,194861990.5,194.8619905
B1,60206830.0,60.20683
C1,189240675.5,189.2406755
B0,332340736.5,332.3407365
C0,344451587.5,344.4515875
C0,195044330.5,195.0443305
B1,52903732.5,52.9037325
C0,391316639.0,391.316639
C0,403504169.0,403.504169
B1,51561348.0,51.561348
B0,365762121.0,365.762121
C1,362705648.5,362.7056485
B0,384138017.5,384.1380175
C0,54835122.5,54.8351225
B1,51396656.5,51.3966565
C0,354590970.5,354.5909705
B0,53561671.0,53.561671
C0,385053344.5,385.0533445
C1,52120941.5,52.1209415
C0,53968214.5,53.9682145
B0,50975569.5,50.9755695
B0,195037952.0,195.037952
C0,56093704.5,56.0937045
C0,181993406.0,181.993406
B1,195367384.0,195.367384
B1,429548300.0,429.5483
C1,215191953.0,215.191953
B0,51262262.0,51.262262
C0,172299459.5,172.2994595
C0,347623478.0,347.623478
B1,403547998.0,403.547998
B0,51946181.0,51.946181
C1,175681562.5,175.6815625
B1,330796305.5,330.7963055
C1,191144751.0,191.144751
C0,53443297.5,53.4432975
B0,325558633.0,325.558633
B0,278216255.0,278.216255
C1,54337950.0,54.33795
B0,52707162.5,52.7071625
B0,347251330.5,347.2513305
B0,307198765.5,307.1987655
C1,204684695.5,204.6846955
B1,208948484.0,208.948484
B0,58328081.0,58.328081
B1,291412435.0,291.412435
C0,52576909.0,52.576909
B0,399213816.0,399.213816
B0,167804991.0,167.804991
C0,55377052.5,55.3770525
C0,181107615.5,181.1076155
C1,187939230.0,187.93923
C1,213252658.0,213.252658
B1,51845465.0,51.845465
B1,52853425.0,52.853425
B1,52585958.5,52.5859585
B0,236366248.0,236.366248
C0,56375606.0,56.375606
C1,55550229.5,55.5502295
C1,324585724.0,324.585724
B1,392705067.5,392.7050675
B0,384762299.0,384.762299
C0,275647700.0,275.6477
C0,214219729.5,214.2197295
B0,165287788.0,165.287788
B0,217050683.5,217.0506835
B1,206637214.5,206.6372145
B1,154162522.5,154.1625225
B1,51895064.0,51.895064
C1,53828188.0,53.828188
C1,180186606.5,180.1866065
B1,364642575.5,364.6425755
C0,344033545.5,344.0335455
B1,53102873.0,53.102873
C0,199798728.0,199.798728
B0,223517808.0,223.517808
C1,380549697.5,380.5496975
B0,52205065.0,52.205065
C0,423318739.0,423.318739
C1,235395560.5,235.3955605
C0,54097948.5,54.0979485
C1,55199015.5,55.1990155
C0,212997097.0,212.997097
B1,396788876.0,396.788876
B1,372546932.0,372.546932
B0,56925328.0,56.925328
B1,337402766.5,337.4027665
C0,231729652.5,231.7296525
B1,226037865.5,226.0378655
B1,204636450.0,204.63645
C0,356910726.0,356.910726
C1,179681194.0,179.681194
B0,228819032.0,228.819032
B1,223316645.5,223.3166455
C0,355679236.5,355.6792365
C1,357440765.5,357.4407655
B1,179565053.0,179.565053
C1,56337051.0,56.337051
C1,59168431.5,59.1684315
B1,176495455.0,176.495455
C1,167709182.5,167.7091825
C0,52037989.5,52.0379895
B1,53526617.5,53.5266175
C0,233315602.5,233.3156025
B0,323991399.5,323.9913995
C0,305625982.5,305.6259825
B1,372570761.0,372.570761
C0,226864138.0,226.864138
B1,214321174.5,214.3211745
B1,192237343.5,192.2373435
B0,176303917.0,176.303917
B0,403861103.5,403.8611035
B1,52776053.0,52.776053
B1,53651812.5,53.6518125
C0,53449618.5,53.4496185
B0,69018712.0,69.018712
C1,56700463.5,56.7004635
C0,53071915.5,53.0719155
C1,363450109.0,363.450109
B1,219695878.5,219.6958785
C0,344929352.5,344.9293525
B1,53929316.0,53.929316
B1,52967780.0,52.96778
C0,212817196.5,212.8171965
B0,194715694.5,194.7156945
C1,53365813.5,53.3658135
C0,164835341.5,164.8353415
C1,179948884.0,179.948884
C0,162990966.5,162.9909665
B1,205273743.5,205.2737435
B0,365949421.5,365.9494215
B1,52788649.0,52.788649
C0,396891625.0,396.891625
B0,55756522.5,55.7565225
C0,52178315.5,52.1783155
B0,359213277.0,359.213277
C1,410507838.0,410.507838
C1,385819188.5,385.8191885
C1,314640097.5,314.6400975
B1,176431151.0,176.431151
C1,347347546.0,347.347546
B0,163839999.5,163.8399995
C0,49396749.0,49.396749
B1,160689766.5,160.6897665
C1,290452793.0,290.452793
C1,212620259.0,212.620259
C1,55883410.0,55.88341
C0,52149221.0,52.149221
C1,53011706.5,53.0117065
B0,199341138.0,199.341138
C0,50141046.5,50.1410465
C1,167078872.0,167.078872
C1,52654464.5,52.6544645
C0,54713409.0,54.713409
C1,399588197.5,399.5881975
B0,335524216.5,335.5242165
C1,355772066.0,355.772066
C1,52897048.0,52.897048
C1,375520060.0,375.52006
C1,354429417.5,354.4294175
B0,176562965.0,176.562965
C0,338246723.5,338.2467235
B1,54197947.5,54.1979475
B1,194941781.5,194.9417815
B1,50499740.0,50.49974
B0,51217908.0,51.217908
B0,52005743.5,52.0057435
C0,398457665.5,398.4576655
C0,52897066.5,52.8970665
B0,391361557.5,391.3615575
C0,189673068.0,189.673068
B0,190255758.0,190.255758
B1,392826679.5,392.8266795
C1,419570303.5,419.5703035
C1,53158248.5,53.1582485
C0,57044799.5,57.0447995
C1,173250192.0,173.250192
C0,382036458.0,382.036458
C1,191157645.0,191.157645
C0,195754975.0,195.754975
C1,206060203.0,206.060203
C1,223770062.0,223.770062
C1,223836416.0,223.836416
B1,341238212.5,341.2382125
C1,50643296.0,50.643296
C1,206272524.5,206.2725245
C1,317843339.5,317.8433395
C1,51742016.5,51.7420165
B1,201102856.5,201.1028565
B0,201014992.0,201.014992
B1,174658631.0,174.658631
C1,52369721.5,52.3697215
B1,56145047.5,56.1450475
C1,186053717.0,186.053717
B0,341373717.0,341.373717
C1,179361957.0,179.361957
C1,371543508.0,371.543508
C0,234996357.5,234.9963575
B0,49000824.5,49.0008245
B0,210565598.0,210.565598
C0,357730903.0,357.730903
B1,51628679.0,51.628679
B1,51228648.5,51.2286485
C1,55599980.5,55.5999805
B1,351629932.5,351.6299325
B0,54289939.5,54.2899395
B0,196339183.0,196.339183
C1,384488797.0,384.488797
B0,350319290.0,350.31929
B1,378918471.0,378.918471
C0,51327503.0,51.327503
C1,53470544.0,53.470544
B0,331148570.0,331.14857
B1,60410279.5,60.4102795
B1,172116287.0,172.116287
B0,387767300.5,387.7673005
B0,50689012.0,50.689012
C0,54364564.0,54.364564
C0,287392570.0,287.39257
B1,52196784.0,52.196784
B0,224185957.0,224.185957
C0,316297331.0,316.297331
C0,328954220.0,328.95422
B1,150702925.5,150.7029255
C1,51860432.5,51.8604325
B0,219078170.0,219.07817
B0,272142220.5,272.1422205
B0,312579499.0,312.579499
B1,178945436.0,178.945436
C1,408057817.5,408.0578175
B1,186775228.5,186.7752285
C1,352267899.5,352.2678995
C1,51617654.0,51.617654
C1,233519087.5,233.5190875
B1,361771544.5,361.7715445
B1,277222740.0,277.22274
C0,364873048.5,364.8730485
B1,330943421.0,330.943421
C0,220989545.5,220.9895455
B1,348858714.5,348.8587145
B1,198823477.0,198.823477
B0,55334599.5,55.3345995
C0,50237812.0,50.237812
C1,52809838.5,52.8098385
B1,386068872.5,386.0688725
B1,56024140.0,56.02414
B0,186874892.5,186.8748925
C0,51637396.5,51.6373965
C0,67524855.5,67.5248555
B1,372572828.5,372.5728285
C1,50695048.0,50.695048
C1,52475200.0,52.4752
B1,191253453.5,191.2534535
C1,388280083.5,388.2800835
B0,52237584.0,52.237584
B1,354578868.0,354.578868
B0,51715896.5,51.7158965
B0,211949744.5,211.9497445
B1,328016567.0,328.016567
B0,54546583.5,54.5465835
C0,367435293.0,367.435293
B0,381831747.5,381.8317475
C1,227267899.0,227.267899
B1,295620477.0,295.620477
C1,55616729.5,55.6167295
B1,386548926.0,386.548926
C0,327476155.0,327.476155
C1,52082353.0,52.082353
C0,206284061.0,206.284061
C0,214390454.0,214.390454
B0,326404170.5,326.4041705
C0,372097946.5,372.0979465
C0,188676525.5,188.6765255
B0,413435670.5,413.4356705
B0,55229489.5,55.2294895
C0,50895972.0,50.895972
C0,175959291.5,175.9592915
B1,375200783.0,375.200783
B0,57146669.5,57.1466695
C1,50726135.0,50.726135
C0,376949976.0,376.949976
B1,54948153.0,54.948153
C0,60786706.0,60.786706
B1,287856074.0,287.856074
B1,53495102.5,53.4951025
C1,189234316.0,189.234316
C1,386299767.0,386.299767
B1,154891329.5,154.8913295
C1,369942105.0,369.942105
B0,53133190.5,53.1331905
B1,408080099.5,408.0800995
B0,53549700.5,53.5497005
C1,54923100.0,54.9231
B0,321016831.0,321.016831
C1,147353973.5,147.3539735
C0,207648555.0,207.648555
C1,310269875.0,310.269875
C1,349987192.5,349.9871925
B1,51040291.5,51.0402915
C1,386135109.5,386.1351095
B0,298634413.5,298.6344135
B0,164185918.0,164.185918
B1,50959900.0,50.9599
B0,225481380.5,225.4813805
C0,50977140.5,50.9771405
C0,185050186.5,185.0501865
B1,51067623.0,51.067623
B1,343742082.0,343.742082
B1,192723498.5,192.7234985
C1,198395590.5,198.3955905
C1,54475570.5,54.4755705
B1,53928259.5,53.9282595
C1,50731522.0,50.731522
C1,424960176.0,424.960176
C1,268881035.0,268.881035
C0,335196318.0,335.196318
B1,53905791.5,53.9057915
C0,52014660.0,52.01466
B0,210383579.5,210.3835795
B0,194668424.5,194.6684245
B1,49005555.0,49.005555
C0,251820364.0,251.820364
B0,57271697.5,57.2716975
B0,332391209.0,332.391209
C1,343147895.5,343.1478955
C0,340762959.0,340.762959
C1,241320480.5,241.3204805
B1,57418646.0,57.418646
B1,52794932.5,52.7949325
B0,51142670.0,51.14267
C1,322367797.5,322.3677975
B1,217981471.5,217.9814715
C1,180578653.5,180.5786535
B1,166784856.0,166.784856
B1,205007776.0,205.007776
B0,216245950.0,216.24595
B0,51912526.0,51.912526
B1,182997672.5,182.9976725
B1,54155925.0,54.155925
B0,53357410.5,53.3574105
B0,224087976.5,224.0879765
B1,187477241.5,187.4772415
B0,50085972.5,50.0859725
B0,190065455.0,190.065455
B0,416723988.0,416.723988
B0,344714756.5,344.7147565
C0,357327488.0,357.327488
B1,213237253.5,213.2372535
C0,357634442.5,357.6344425
C0,203956048.5,203.9560485
B0,330891958.0,330.891958
B1,54233699.0,54.233699
B0,411237363.5,411.2373635
B1,315335851.5,315.3358515
B0,189042266.5,189.0422665
C1,314595127.0,314.595127
B1,53297214.5,53.2972145
C0,53838647.0,53.838647
C0,180861386.0,180.861386
B1,52748767.5,52.7487675
C0,401210454.0,401.210454
C0,215517792.5,215.5177925
B1,357790533.5,357.7905335
B0,55105389.5,55.1053895
B1,185631878.0,185.631878
B1,55581095.5,55.5810955
B1,52479199.0,52.479199
C1,52323804.0,52.323804
C1,246553393.0,246.553393
B1,196347743.0,196.347743
C1,353043207.5,353.0432075
B1,343676000.0,343.676
